"id","name","nationality","nat_position","nat_kit","club","club_position","club_kit","club_join","contract_expiration","rate","height","weight","pref_foot","birth","age","pref_position"
1670,"Edgar Méndez","Spain",,,"Deport. Alavés","RM",17,"07/18/2016",2019,75,"188 cm","76 kg","Right","04/30/1991",25,"RM/LM"
1671,"Jordan Amavi","France",,,"Aston Villa","Sub",23,"07/18/2015",2020,75,"176 cm","70 kg","Left","03/09/1994",23,"LB"
1672,"Rodrigo Battaglia","Argentina",,,"SC Braga","RDM",5,"01/12/2014",2018,75,"187 cm","79 kg","Right","07/12/1991",25,"CM/CDM"
1673,"Ezequiel Cerutti","Argentina",,,"San Lorenzo","RM",11,"01/28/2016",2020,75,"179 cm","75 kg","Right","01/17/1992",25,"RM"
1674,"Djavan","Brazil",,,"SC Braga","Sub",16,"08/02/2014",2018,75,"184 cm","76 kg","Left","12/31/1987",29,"LB"
1675,"Federico Cartabia","Argentina",,,"SC Braga","RM",11,"01/31/2017",2022,75,"170 cm","65 kg","Left","01/20/1993",24,"RM"
1676,"Franco Mussis","Argentina",,,"San Lorenzo","CDM",7,"01/06/2015",2018,75,"174 cm","75 kg","Right","04/19/1992",24,"CDM"
1677,"Marios Oikonomou","Greece","Sub",23,"Bologna","Sub",2,"07/02/2014",2017,75,"189 cm","85 kg","Right","10/06/1992",24,"CB"
1678,"Yuriy Gazinskiy","Russia","Sub",28,"FC Krasnodar","LCM",8,"07/01/2013",2021,75,"184 cm","75 kg","Left","07/20/1989",27,"CDM/CM"
1679,"Seko Fofana","France",,,"Udinese","RCM",6,"07/11/2016",2021,75,"183 cm","77 kg","Right","05/07/1995",21,"CM/CDM"
1680,"Andrew Robertson","Scotland","LB",3,"Hull City","LB",3,"07/29/2014",2018,75,"178 cm","63 kg","Left","03/11/1994",23,"LB/LWB"
1681,"Tin Jedvaj","Croatia",,,"Bayer 04","Sub",16,"07/12/2013",2020,75,"184 cm","83 kg","Right","11/28/1995",21,"RB/CB"
1682,"Maxwel Cornet","France",,,"Olym. Lyonnais","Sub",27,"01/16/2015",2021,75,"179 cm","69 kg","Left","09/27/1996",20,"LW/RM"
1683,"Aleksandar Mitrovic","Serbia",,,"Newcastle Utd","Sub",45,"07/21/2015",2020,75,"189 cm","82 kg","Right","09/16/1994",22,"ST"
1684,"Naranjo","Spain",,,"KRC Genk","Sub",11,"01/10/2017",2020,75,"182 cm","72 kg","Right","07/28/1994",22,"LM/ST"
1685,"Deniz Türüç","Turkey",,,"Kayserispor","CAM",10,"07/27/2015",2018,75,"177 cm","72 kg","Left","01/29/1993",24,"RM/CM/CAM"
1686,"Rúben Vezo","Portugal",,,"Granada CF","RCB",17,"01/01/2014",2018,75,"183 cm","80 kg","Right","04/25/1994",22,"CB/RB"
1687,"Jonathan Schunke","Argentina",,,"Estudiantes","RCB",6,"07/24/2012",2022,75,"193 cm","85 kg","Right","02/22/1987",30,"CB"
1688,"Martín Cauteruccio","Uruguay",,,"Cruz Azul","ST",7,"01/11/2017",2022,75,"180 cm","76 kg","Right","04/14/1987",29,"ST/RM"
1689,"Lucas Zelarayán","Argentina",,,"Tigres","Sub",8,"01/01/2015",2022,75,"172 cm","73 kg","Right","06/20/1992",24,"CAM/CDM"
1690,"Luciano Lollo","Argentina",,,"River Plate","Sub",6,"07/01/2016",2020,75,"184 cm","85 kg","Right","03/29/1987",30,"CB"
1691,"Milton Casco","Argentina",,,"River Plate","LB",20,"09/09/2015",2018,75,"170 cm","69 kg","Right","04/11/1988",28,"LB"
1692,"Paolo Goltz","Argentina",,,"América","RCB",2,"05/29/2014",2020,75,"185 cm","81 kg","Right","05/12/1985",31,"CB"
1693,"Luis Quiñones","Colombia","Sub",17,"Tigres","LM",23,"01/01/2016",2022,75,"178 cm","70 kg","Left","06/26/1991",25,"LM"
1694,"William Tesillo","Colombia",,,"Ind. Santa Fe","CB",6,"12/29/2015",2018,75,"184 cm","78 kg","Left","02/02/1990",27,"CB"
1695,"Yimmi Chará","Colombia",,,"Monterrey","Sub",23,"12/18/2014",2017,75,"165 cm","68 kg","Right","04/02/1991",25,"RM/CAM"
1696,"Jefferson Lerma","Colombia",,,"Levante UD","Sub",8,"07/01/2016",2020,75,"179 cm","70 kg","Right","10/25/1994",22,"CDM/RB"
1697,"Pierre-Emile Højbjerg","Denmark","Sub",23,"Southampton","Sub",23,"07/11/2016",2021,75,"185 cm","84 kg","Right","08/05/1995",21,"CM/CDM"
1698,"Facundo Ferreyra","Argentina",,,"Shakhtar Donetsk","ST",19,"07/09/2013",2018,75,"187 cm","76 kg","Right","03/14/1991",26,"ST"
1699,"Laurent Depoitre","Belgium",,,"FC Porto","Sub",9,"08/08/2016",2020,75,"191 cm","91 kg","Right","12/07/1988",28,"ST"
1700,"Hernâni","Portugal",,,"V. Guimarães","Sub",9,"02/02/2015",2019,75,"178 cm","69 kg","Left","08/20/1991",25,"RM/LM"
1701,"Jorrit Hendrix","Netherlands",,,"PSV","Sub",8,"12/07/2011",2020,75,"182 cm","70 kg","Left","02/06/1995",22,"CDM/CM"
1702,"Leonel Vangioni","Argentina",,,"Milan","Sub",21,"07/08/2016",2020,75,"181 cm","77 kg","Left","05/05/1987",29,"LB"
1703,"Arthur Masuaku","France",,,"West Ham","Res",26,"08/08/2016",2020,75,"179 cm","70 kg","Left","11/07/1993",23,"LB/LM"
1704,"Avilés Hurtado","Colombia",,,"Tijuana","RM",18,"06/08/2016",2022,75,"171 cm","65 kg","Right","04/20/1987",29,"ST/LM"
1705,"Riechedly Bazoer","Netherlands",,,"VfL Wolfsburg","RDM",6,"01/01/2017",2021,75,"184 cm","74 kg","Right","10/12/1996",20,"CM"
1706,"Enzo Roco","Chile","Sub",3,"Cruz Azul","RCB",26,"07/01/2016",2022,75,"191 cm","86 kg","Right","08/16/1992",24,"CB"
1707,"Camilo Vargas","Colombia","Sub",12,"Deportivo Cali","GK",1,"01/07/2015",2022,75,"185 cm","82 kg","Left","03/09/1989",28,"GK"
1708,"Karol Linetty","Poland",,,"Sampdoria","Sub",16,"07/29/2016",2021,75,"176 cm","73 kg","Right","02/02/1995",22,"CM/CDM"
1709,"Danilo Cataldi","Italy",,,"Genoa","RCM",94,"07/01/2011",2020,75,"180 cm","70 kg","Right","08/06/1994",22,"CM/CDM"
1710,"Ricardo Kishna","Netherlands",,,"LOSC Lille","Sub",10,"07/29/2015",2019,75,"183 cm","77 kg","Left","01/04/1995",22,"LW/CAM"
1711,"Rubén Blanco","Spain",,,"Celta Vigo","Sub",13,"07/01/2012",2020,75,"188 cm","70 kg","Right","07/25/1995",21,"GK"
1712,"Víctor Rodríguez","Spain",,,"Sporting Gijón","Sub",7,"07/01/2016",2020,75,"170 cm","70 kg","Right","07/23/1989",27,"CAM/LM"
1713,"Douglas Santos","Brazil",,,"Hamburger SV","Sub",6,"08/31/2016",2021,75,"175 cm","70 kg","Left","03/22/1994",23,"LB/LW"
1714,"Renato Steffen","Switzerland",,,"FC Basel","RM",11,"01/13/2016",2020,75,"170 cm","65 kg","Left","11/03/1991",25,"LM/CAM"
1715,"Ridgeciano Haps","Netherlands",,,"AZ","LB",5,"06/01/2012",2019,75,"175 cm","66 kg","Left","06/12/1993",23,"LB"
1716,"Garry Mendes Rodrigues","Cape Verde",,,"Galatasaray","Sub",16,"01/10/2017",2021,75,"173 cm","70 kg","Right","11/27/1990",26,"LM/RM"
1717,"José Rodríguez","Spain",,,"Málaga CF","LDM",25,"07/01/2016",2020,75,"180 cm","75 kg","Right","12/16/1994",22,"CDM/CM/CAM"
1718,"Dimitrios Siovas","Greece",,,"CD Leganés","Sub",22,"07/01/2012",2018,75,"192 cm","83 kg","Left","09/16/1988",28,"CB/CDM"
1719,"José Juan Vázquez","Mexico",,,"Guadalajara","LDM",23,"06/14/2016",2022,75,"166 cm","64 kg","Right","03/14/1988",29,"CDM/CM"
1720,"Derlis González","Paraguay","RS",10,"Free Agents","Res",99,"07/30/2015",2020,75,"172 cm","64 kg","Right","03/20/1994",23,"RM/LM"
1721,"Gerso","Guinea Bissau",,,"Sporting KC","LW",7,"01/04/2017",2022,75,"172 cm","65 kg","Left","02/23/1991",26,"LW/RW"
1722,"Nathan Aké","Netherlands",,,"Chelsea","Sub",6,"07/01/2012",2020,75,"180 cm","75 kg","Left","02/18/1995",22,"CB/CDM"
1723,"Isaac Becerra","Spain",,,"Real Valladolid","GK",13,"07/01/2016",2019,75,"180 cm","80 kg","Right","06/18/1988",28,"GK"
1724,"Giancarlo González","Costa Rica",,,"Palermo","Res",12,"08/26/2014",2018,75,"186 cm","78 kg","Right","02/08/1988",29,"CB"
1725,"Oumar Niasse","Senegal",,,"Hull City","Sub",24,"02/01/2016",2020,75,"182 cm","82 kg","Right","04/18/1990",26,"ST"
1726,"Petros Mantalos","Greece","RM",20,"Free Agents","Res",99,"01/12/2017",2020,75,"176 cm","76 kg","Right","08/31/1991",25,"CAM/RM"
1727,"Vitinho","Brazil",,,"CSKA Moscow","Sub",20,"09/02/2013",2020,75,"180 cm","76 kg","Right","10/09/1993",23,"ST/CAM"
1728,"Albentosa","Spain",,,"RC Deportivo","RCB",6,"07/09/2016",2020,75,"194 cm","89 kg","Right","09/01/1988",28,"CB"
1729,"Mike van der Hoorn","Netherlands",,,"Swansea City","Sub",5,"07/18/2016",2019,75,"190 cm","81 kg","Right","10/15/1992",24,"CB"
1730,"Insua","Spain",,,"CD Leganés","LCB",18,"07/01/2012",2020,75,"183 cm","75 kg","Right","09/09/1993",23,"CB"
1731,"Eduardo Vargas","Chile","RW",11,"Tigres","CAM",26,"01/27/2017",2020,75,"174 cm","77 kg","Right","11/20/1989",27,"ST/RM"
1732,"Will Hughes","England",,,"Derby County","Sub",19,"06/01/2012",2020,75,"185 cm","74 kg","Left","04/17/1995",21,"CM"
1733,"Bogdan Butko","Ukraine",,,"Shakhtar Donetsk","Sub",2,"07/19/2013",2022,75,"182 cm","72 kg","Right","01/13/1991",26,"RB"
1734,"Sergiy Kryvtsov","Ukraine",,,"Shakhtar Donetsk","Sub",38,"07/01/2010",2017,75,"186 cm","83 kg","Right","03/15/1991",26,"CB"
1735,"Luka Milivojevic","Serbia",,,"Crystal Palace","CDM",28,"02/01/2017",2020,75,"186 cm","80 kg","Right","04/07/1991",25,"CDM/CM"
1736,"Willard Katsande","Zimbabwe",,,"Kaizer Chiefs","CM",31,"06/01/2011",2020,75,"178 cm","78 kg","Right","01/15/1986",31,"CDM/CM"
1737,"Yvon Mvogo","Switzerland",,,"BSC Young Boys","GK",18,"07/01/2011",2018,75,"190 cm","90 kg","Right","06/06/1994",22,"GK"
1738,"Calum Chambers","England",,,"Middlesbrough","RCB",25,"07/28/2014",2020,75,"182 cm","66 kg","Right","01/20/1995",22,"CB/RB"
1739,"Stefanos Kapino","Greece","Sub",12,"Olympiakos CFP","GK",27,"07/15/2015",2018,75,"196 cm","91 kg","Right","03/18/1994",23,"GK"
1740,"Marko Livaja","Croatia",,,"UD Las Palmas","Sub",9,"07/15/2016",2020,75,"182 cm","87 kg","Right","08/26/1993",23,"ST"
1741,"Dwight Gayle","England",,,"Newcastle Utd","ST",9,"07/01/2016",2021,75,"177 cm","73 kg","Right","10/20/1990",26,"ST/LM"
1742,"Christian Atsu","Ghana",,,"Newcastle Utd","Sub",30,"09/01/2013",2018,75,"172 cm","68 kg","Left","01/10/1992",25,"RM/CM"
1743,"Valeri Qazaishvili","Georgia",,,"Legia Warszawa","Sub",9,"08/01/2011",2018,75,"174 cm","78 kg","Right","01/29/1993",24,"CAM/CM"
1744,"Soualiho Meïté","France",,,"Zulte-Waregem","LDM",17,"01/28/2013",2017,75,"187 cm","80 kg","Right","03/17/1994",23,"CDM/CM"
1745,"Ilori","Portugal",,,"Reading","Sub",20,"01/18/2017",2020,75,"190 cm","80 kg","Right","02/26/1993",24,"CB"
1746,"Iván Piris","Paraguay",,,"Monterrey","RB",4,"07/13/2016",2019,75,"174 cm","68 kg","Right","03/10/1989",28,"RB/CB"
1747,"Abdoulaye Ba","Senegal",,,"1860 München","CB",46,"07/01/2010",2018,75,"197 cm","79 kg","Right","01/01/1991",26,"CB"
1748,"Lorenzo Melgarejo","Paraguay",,,"Spartak Moscow","Sub",25,"02/08/2016",2020,75,"178 cm","70 kg","Left","08/10/1990",26,"ST/LM"
1749,"Víctor Ibarbo","Colombia",,,"Sagan Tosu","RS",32,"07/01/2011",2018,75,"188 cm","80 kg","Right","05/19/1990",26,"RW/ST"
1750,"Benjamin van Leer","Netherlands",,,"Roda JC","GK",1,"07/01/2014",2019,75,"187 cm","76 kg","Right","04/09/1992",24,"GK"
1751,"Jürgen Locadia","Netherlands",,,"PSV","Sub",19,"07/01/2010",2020,75,"187 cm","78 kg","Right","11/07/1993",23,"ST/LW"
1752,"Yassin Ayoub","Netherlands",,,"FC Utrecht","LCM",6,"01/01/2011",2018,75,"175 cm","70 kg","Left","03/06/1994",23,"CM/CAM"
1753,"Edenílson","Brazil",,,"Genoa","Sub",2,"08/11/2014",2018,75,"175 cm","76 kg","Right","12/18/1989",27,"RM/LM"
1754,"Viktor Fischer","Denmark","RS",11,"Middlesbrough","Sub",11,"07/01/2016",2019,75,"180 cm","71 kg","Right","06/09/1994",22,"LW"
1755,"Pozuelo","Spain",,,"KRC Genk","CAM",24,"08/31/2015",2017,75,"170 cm","63 kg","Right","09/20/1991",25,"CM/CDM"
1756,"Adrien Trebel","France",,,"RSC Anderlecht","Sub",25,"01/15/2017",2020,75,"174 cm","72 kg","Left","03/03/1991",26,"CM/CAM"
1757,"Welthon","Brazil",,,"Paços Ferreira","ST",7,"07/01/2016",2020,75,"180 cm","74 kg","Left","06/21/1992",24,"ST"
1758,"Mauro","Brazil",,,"SC Braga","Sub",63,"07/01/2014",2018,75,"177 cm","72 kg","Right","10/31/1990",26,"CDM"
1759,"Ogenyi Onazi","Nigeria",,,"Trabzonspor","LDM",17,"08/03/2016",2020,75,"173 cm","73 kg","Right","12/25/1992",24,"CDM/CM"
1760,"Rodrigo Mora","Uruguay",,,"River Plate","Sub",7,"08/14/2012",2018,75,"170 cm","74 kg","Right","10/29/1987",29,"ST"
1761,"Gregoire Defrel","France",,,"Sassuolo","Sub",92,"08/05/2015",2020,75,"179 cm","77 kg","Left","06/17/1991",25,"ST/CF"
1762,"Federico Viviani","Italy",,,"Bologna","Sub",6,"07/01/2015",2020,75,"180 cm","75 kg","Right","03/24/1992",25,"CM/CDM"
1763,"Jérôme Roussillon","France",,,"Montpellier HSC","LB",24,"01/20/2015",2019,75,"175 cm","80 kg","Left","01/06/1993",24,"LB"
1764,"Jota Peleteiro","Spain",,,"Brentford","RM",23,"08/15/2014",2017,75,"180 cm","70 kg","Left","06/16/1991",25,"RM/LM"
1765,"David Juncà","Spain",,,"SD Eibar","Sub",23,"07/28/2015",2018,75,"175 cm","67 kg","Left","11/16/1993",23,"LB"
1766,"Bobby Wood","United States","Sub",7,"Hamburger SV","ST",7,"07/01/2016",2020,75,"180 cm","79 kg","Right","11/15/1992",24,"ST"
1767,"Diego Demme","Germany",,,"RB Leipzig","LDM",31,"01/08/2014",2021,75,"170 cm","68 kg","Right","11/21/1991",25,"CDM/CM"
1768,"Jasmin Kurtic","Slovenia","RDM",8,"Atalanta","CAM",27,"07/01/2015",2019,75,"186 cm","88 kg","Right","01/10/1989",28,"CM/CDM"
1769,"Siniša Andelkovic","Slovenia",,,"Palermo","LCB",4,"01/01/2011",2017,75,"186 cm","82 kg","Right","02/13/1986",31,"CB"
1770,"Dmitriy Poloz","Russia","LS",7,"FC Rostov","LS",7,"01/10/2012",2019,75,"183 cm","74 kg","Right","07/12/1991",25,"ST/CAM"
1771,"Ryder","Brazil",,,"Udinese","Sub",19,"02/01/2016",2020,75,"180 cm","71 kg","Right","02/27/1993",24,"ST/CF"
1772,"Ravel Morrison","England",,,"QPR","Sub",49,"07/01/2015",2019,75,"175 cm","71 kg","Right","02/02/1993",24,"CAM/CM"
1773,"Gaëtan Bussmann","France",,,"1. FSV Mainz 05","Sub",24,"08/30/2015",2017,75,"184 cm","79 kg","Left","02/02/1991",26,"LB"
1774,"André Martins","Portugal",,,"Olympiakos CFP","Sub",28,"08/08/2016",2019,75,"169 cm","62 kg","Right","01/21/1990",27,"CM/CAM"
1775,"Bogdan Stancu","Romania",,,"Bursaspor","LM",30,"01/18/2017",2019,75,"183 cm","75 kg","Right","06/28/1987",29,"ST/LM"
1776,"Tolga Cigerci","Turkey",,,"Galatasaray","LDM",27,"08/08/2016",2019,75,"185 cm","80 kg","Right","03/23/1992",25,"CDM/CM"
1777,"Juan Jesus","Brazil",,,"Roma","Sub",3,"01/30/2012",2020,75,"185 cm","76 kg","Left","06/10/1991",25,"LB/CB"
1778,"Carles Planas","Spain",,,"Celta Vigo","Sub",21,"07/07/2014",2017,75,"173 cm","76 kg","Left","03/04/1991",26,"LB"
1779,"Tomáš Koubek","Czech Republic","Sub",16,"Free Agents","Res",99,"07/09/2015",2019,75,"198 cm","95 kg","Right","08/26/1992",24,"GK"
1780,"Lewis Dunk","England",,,"Brighton","LCB",5,"07/01/2010",2021,75,"192 cm","88 kg","Right","11/21/1991",25,"CB"
1781,"Luca Caldirola","Italy",,,"Werder Bremen","Sub",3,"07/02/2013",2017,75,"189 cm","79 kg","Left","02/01/1991",26,"CB/LB"
1782,"Erik Sviatchenko","Denmark",,,"Celtic","LCB",28,"01/17/2016",2020,75,"185 cm","82 kg","Right","10/04/1991",25,"CB"
1783,"Renato Neto","Brazil",,,"KAA Gent","RCM",10,"07/01/2014",2019,75,"185 cm","83 kg","Right","09/27/1991",25,"CM/CDM"
1784,"Matz Sels","Belgium","Sub",13,"Newcastle Utd","Sub",28,"06/29/2016",2021,75,"189 cm","82 kg","Right","02/26/1992",25,"GK"
1785,"Matthew Lowton","England",,,"Burnley","RB",2,"06/22/2015",2018,75,"180 cm","78 kg","Right","06/09/1989",27,"RB"
1786,"Oriol Romeu","Spain",,,"Southampton","CDM",14,"08/12/2015",2021,75,"183 cm","83 kg","Right","09/24/1991",25,"CDM/CM"
1787,"Roberto Inglese","Italy",,,"Chievo Verona","RS",45,"07/01/2010",2018,75,"186 cm","85 kg","Right","11/12/1991",25,"ST"
1788,"Luna","Spain",,,"SD Eibar","LB",19,"07/09/2015",2017,75,"178 cm","68 kg","Left","03/17/1991",26,"LB/LM"
1789,"Lacina Traoré","Ivory Coast",,,"Sporting Gijón","ST",8,"01/04/2014",2018,75,"203 cm","87 kg","Left","05/20/1990",26,"ST"
1790,"Danilo DAmbrosio","Italy",,,"Inter","RB",33,"01/30/2014",2018,75,"180 cm","75 kg","Right","09/09/1988",28,"RB"
1791,"Nicolas Isimat-Mirin","France",,,"PSV","RCB",2,"07/01/2015",2019,75,"189 cm","83 kg","Right","11/15/1991",25,"CB"
1792,"Saphir Taïder","Algeria",,,"Bologna","RCM",8,"08/21/2013",2017,75,"180 cm","73 kg","Right","02/29/1992",25,"CM"
1793,"Nathan Redmond","England",,,"Southampton","RW",22,"07/01/2016",2021,75,"173 cm","75 kg","Right","03/06/1994",23,"RM/ST"
1794,"Kara Mbodj","Senegal",,,"RSC Anderlecht","RCB",4,"08/07/2015",2019,75,"192 cm","85 kg","Right","11/11/1989",27,"CB"
1795,"Cristian Gamboa","Costa Rica",,,"Celtic","Sub",12,"08/30/2016",2019,75,"175 cm","67 kg","Right","10/24/1989",27,"RB"
1796,"Pierre-Michel Lasogga","Germany",,,"Hamburger SV","Sub",10,"07/04/2014",2019,75,"189 cm","88 kg","Right","12/15/1991",25,"ST"
1797,"Róbert Mak","Slovakia",,,"Zenit","Sub",29,"07/22/2016",2020,75,"179 cm","75 kg","Right","03/08/1991",26,"RM/LW"
1798,"Sérgio Oliveira","Portugal",,,"FC Nantes","Sub",23,"07/01/2015",2020,75,"181 cm","72 kg","Right","06/02/1992",24,"CM"
1799,"Ximo Navarro","Spain",,,"UD Almería","RB",4,"06/24/2014",2017,75,"178 cm","71 kg","Right","01/23/1990",27,"RB/LB"
1800,"Juanmi","Spain",,,"Real Sociedad","Sub",7,"07/01/2016",2021,75,"170 cm","63 kg","Right","05/20/1993",23,"CAM/LW"
1801,"Arribas","Spain",,,"RC Deportivo","Sub",14,"07/01/2015",2018,75,"182 cm","74 kg","Right","05/01/1989",27,"CB"
1802,"Ivo Pinto","Portugal",,,"Norwich","RB",25,"01/08/2016",2019,75,"184 cm","70 kg","Right","01/07/1990",27,"RB"
1803,"Giulio Donati","Italy",,,"1. FSV Mainz 05","RB",2,"01/25/2016",2019,75,"178 cm","76 kg","Right","02/05/1990",27,"RB"
1804,"Serdar Gürler","Turkey",,,"Gençlerbirligi","RM",7,"01/13/2016",2017,75,"173 cm","65 kg","Right","09/14/1991",25,"RM/LM"
1805,"José Pedro Fuenzalida","Chile","Sub",6,"Uni. Católica","RW",19,"01/10/2016",2018,75,"170 cm","67 kg","Right","02/22/1985",32,"RW/RB"
1806,"Bill Hamid","United States",,,"D.C. United","GK",28,"01/01/2009",2021,75,"191 cm","102 kg","Right","11/25/1990",26,"GK"
1807,"Gonzalo Jara","Chile","LCB",18,"Uni. de Chile","LCB",18,"01/18/2016",2018,75,"178 cm","78 kg","Right","08/29/1985",31,"CB/RB"
1808,"Ishak Belfodil","Algeria",,,"Standard Liège","RS",99,"09/01/2016",2018,75,"192 cm","86 kg","Right","01/12/1992",25,"ST/LM"
1809,"Yuto Nagatomo","Japan",,,"Inter","Sub",55,"07/01/2011",2019,75,"170 cm","68 kg","Right","09/12/1986",30,"LB/RB"
1810,"Andy Delort","France",,,"Toulouse FC","ST",39,"01/29/2017",2021,75,"182 cm","82 kg","Right","10/09/1991",25,"ST"
1811,"Filip Ðuricic","Serbia",,,"Sampdoria","Sub",23,"01/31/2017",2021,75,"181 cm","72 kg","Right","01/30/1992",25,"CAM/LW"
1812,"Fábio Espinho","Portugal",,,"Boavista","LCM",10,"07/19/2016",2018,75,"171 cm","64 kg","Right","08/18/1985",31,"CAM/CM"
1813,"Steven Caulker","England",,,"QPR","Sub",22,"07/22/2014",2018,75,"191 cm","77 kg","Right","12/29/1991",25,"CB"
1814,"Rémy Cabella","France",,,"Olym. Marseille","Sub",7,"08/10/2016",2020,75,"171 cm","68 kg","Right","03/08/1990",27,"CAM/LM"
1815,"Nick Viergever","Netherlands",,,"Ajax","LCB",26,"07/01/2014",2018,75,"183 cm","78 kg","Left","08/03/1989",27,"CB/LB"
1816,"Philipp Bargfrede","Germany",,,"Werder Bremen","Sub",44,"07/01/2008",2018,75,"174 cm","71 kg","Right","03/03/1989",28,"CDM"
1817,"Marco Rojas","New Zealand",,,"Melb. Victory","RW",7,"08/25/2016",2018,75,"166 cm","63 kg","Right","11/05/1991",25,"RW"
1818,"Marvin Zeegelaar","Netherlands",,,"Sporting CP","LB",31,"01/04/2016",2020,75,"186 cm","82 kg","Left","08/12/1990",26,"LB/LM"
1819,"Steve Cook","England",,,"Bournemouth","LCB",3,"01/01/2012",2019,75,"185 cm","82 kg","Right","04/19/1991",25,"CB"
1820,"Carlos Eduardo","Brazil",,,"Al Hilal","CAM",3,"07/05/2015",2018,75,"184 cm","70 kg","Right","10/17/1989",27,"ST/CAM"
1821,"Miguel Rosa","Portugal",,,"Belenenses","RM",7,"08/02/2013",2018,75,"176 cm","70 kg","Right","01/13/1989",28,"LM/ST"
1822,"Artur Ionita","Moldova",,,"Cagliari","Sub",21,"06/30/2016",2019,75,"184 cm","73 kg","Right","08/17/1990",26,"CM/CDM"
1823,"Emmanuel Badu","Ghana",,,"Udinese","Sub",8,"01/01/2010",2020,75,"173 cm","71 kg","Right","12/02/1990",26,"CM/CDM"
1824,"Juan Villar","Spain",,,"Real Valladolid","RS",7,"07/02/2015",2017,75,"183 cm","76 kg","Right","05/19/1988",28,"RM/ST"
1825,"Daniel Ginczek","Germany",,,"VfB Stuttgart","Sub",33,"07/01/2014",2020,75,"190 cm","87 kg","Right","04/13/1991",25,"ST"
1826,"Sergio Padt","Netherlands",,,"FC Groningen","GK",1,"07/01/2014",2019,75,"197 cm","92 kg","Right","06/06/1990",26,"GK"
1827,"Paul Lasne","France",,,"Montpellier HSC","RM",7,"06/13/2014",2018,75,"186 cm","77 kg","Left","01/16/1989",28,"RM/CDM/LM"
1828,"José Cañas","Spain",,,"PAOK","RDM",87,"07/13/2016",2017,75,"178 cm","75 kg","Right","05/27/1987",29,"CDM/CM"
1829,"Nosa","Nigeria",,,"Çaykur Rizespor","Sub",40,"02/01/2017",2019,75,"182 cm","76 kg","Right","11/09/1990",26,"CAM/CDM"
1830,"Maya Yoshida","Japan",,,"Southampton","RCB",3,"08/30/2012",2018,75,"189 cm","78 kg","Right","08/24/1988",28,"CB"
1831,"Park Joo Ho","Korea Republic",,,"Bor. Dortmund","Res",3,"08/29/2015",2018,75,"176 cm","73 kg","Left","01/16/1987",30,"LB/CDM"
1832,"Yuya Osako","Japan",,,"1. FC Köln","RS",13,"07/01/2014",2020,75,"182 cm","71 kg","Right","05/18/1990",26,"CF/CAM/RM"
1833,"Atsuto Uchida","Japan",,,"FC Schalke 04","Res",22,"07/01/2010",2018,75,"176 cm","70 kg","Right","03/27/1988",29,"RB/RWB"
1834,"Takashi Usami","Japan",,,"FC Augsburg","Sub",39,"07/01/2016",2020,75,"178 cm","69 kg","Right","05/06/1992",24,"LM/CAM"
1835,"Ahmed Elmohamady","Egypt","RB",3,"Hull City","Sub",27,"06/28/2013",2019,75,"182 cm","78 kg","Right","09/09/1987",29,"RWB/RM"
1836,"Ervin Zukanovic","Bosnia Herzegovina",,,"Atalanta","Sub",6,"01/29/2016",2019,75,"189 cm","85 kg","Left","02/11/1987",30,"CB/LB"
1837,"Kévin Théophile-Catherine","France",,,"AS Saint-Étienne","RCB",2,"06/15/2015",2018,75,"183 cm","88 kg","Right","10/28/1989",27,"CB/RB"
1838,"Omar Elabdellaoui","Norway","RB",14,"Hull City","RB",14,"07/01/2014",2018,75,"179 cm","73 kg","Right","12/05/1991",25,"RB/RM"
1839,"Yasin Öztekin","Turkey",,,"Galatasaray","Sub",7,"08/08/2014",2018,75,"179 cm","70 kg","Right","03/19/1987",30,"RM/LM"
1840,"Ryan Mason","England",,,"Hull City","Res",25,"08/30/2016",2019,75,"175 cm","68 kg","Right","06/13/1991",25,"CDM/CAM"
1841,"Julian Schieber","Germany",,,"Hertha BSC","Sub",16,"07/03/2014",2018,75,"186 cm","83 kg","Left","02/13/1989",28,"ST"
1842,"Isaac Brizuela","Mexico",,,"Guadalajara","LM",11,"12/18/2014",2021,75,"171 cm","66 kg","Right","08/28/1990",26,"RM"
1843,"Oier","Spain",,,"CA Osasuna","RCB",6,"09/01/2008",2019,75,"178 cm","72 kg","Right","05/25/1986",30,"CB/RB/CM"
1844,"Dani Castellano","Spain",,,"UD Las Palmas","LB",23,"06/01/2011",2017,75,"180 cm","69 kg","Left","11/02/1987",29,"LB"
1845,"Panagiotis Tachtsidis","Greece","RDM",17,"Cagliari","CM",77,"08/05/2016",2019,75,"191 cm","86 kg","Left","02/15/1991",26,"CDM/CM"
1846,"Fernandão","Brazil",,,"Fenerbahçe","ST",9,"07/01/2015",2019,75,"192 cm","90 kg","Right","03/27/1987",30,"ST"
1847,"Yannis Salibur","France",,,"EA Guingamp","RW",19,"01/02/2015",2018,75,"177 cm","76 kg","Left","01/24/1991",26,"RM/RW"
1848,"Yoric Ravet","France",,,"BSC Young Boys","Sub",10,"01/14/2016",2019,75,"178 cm","72 kg","Right","09/12/1989",27,"RM/CAM"
1849,"Lombán","Spain",,,"Granada CF","CB",6,"08/11/2015",2018,75,"186 cm","78 kg","Right","06/05/1987",29,"CB/RB"
1850,"Fábio","Brazil",,,"Middlesbrough","LB",2,"08/14/2016",2019,75,"172 cm","65 kg","Right","07/09/1990",26,"LB/RB"
